Date,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
2025-02-14,2726.091552734375,199.9356689453125,2.7401959896087646,2790.023681640625,205.12501525878906,2.82827091217041,2666.26806640625,194.3540496826172,2.535259962081909,2675.939453125,194.45455932617188,2.562501907348633,17732289901,3732334277,8841598608
2025-02-15,2693.559814453125,194.48208618164062,2.76157808303833,2738.68115234375,200.0533905029297,2.8273110389709473,2668.53173828125,192.81378173828125,2.7218549251556396,2726.07470703125,199.88677978515625,2.7400870323181152,10803019357,1869221857,4633704309
2025-02-16,2663.31591796875,188.4864044189453,2.7278249263763428,2724.096435546875,196.0703125,2.8022820949554443,2655.297607421875,186.97987365722656,2.700206995010376,2693.5625,194.4811553955078,2.761552095413208,10593602117,2160799161,3431117272
2025-02-17,2743.19970703125,177.6897430419922,2.658273935317993,2848.7841796875,189.50650024414062,2.7614479064941406,2640.18212890625,175.2635498046875,2.613455057144165,2663.2294921875,188.48521423339844,2.728055000305176,24170425078,4345262539,4782836287
2025-02-18,2669.3388671875,169.08428955078125,2.558877944946289,2754.6767578125,178.94607543945312,2.666670083999634,2606.900390625,161.30545043945312,2.4733290672302246,2743.02294921875,177.68861389160156,2.6582510471343994,23004152928,6684824301,5357974219
2025-02-19,2715.77099609375,169.01080322265625,2.7408010959625244,2735.917724609375,174.12147521972656,2.7440109252929688,2656.375732421875,163.9593963623047,2.517393112182617,2669.21337890625,169.08543395996094,2.5589520931243896,15272401903,3717681436,5175151198
2025-02-20,2740.386474609375,176.04888916015625,2.6908280849456787,2770.030517578125,176.588134765625,2.744910955429077,2708.216064453125,167.8734588623047,2.673609972000122,2715.6826171875,169.00534057617188,2.7408089637756348,15917259320,3347070717,4310522382
2025-02-21,2659.655517578125,168.89163208007812,2.5701398849487305,2842.8271484375,180.4339599609375,2.709012031555176,2616.91943359375,167.30506896972656,2.5124850273132324,2740.022216796875,176.03500366210938,2.6907870769500732,31441524621,4684370707,5895816750
2025-02-22,2764.029296875,172.16285705566406,2.5757060050964355,2797.057861328125,174.46559143066406,2.607469081878662,2653.867431640625,168.367431640625,2.5561840534210205,2660.035888671875,168.89163208007812,2.5701489448547363,16403164397,2026581266,2384435690
2025-02-23,2821.310302734375,168.03811645507812,2.5770199298858643,2850.6103515625,173.0360565185547,2.5969789028167725,2746.773681640625,166.62765502929688,2.523690938949585,2764.031005859375,172.16346740722656,2.5757060050964355,20493767269,1621130854,2469949788
2025-02-24,2513.8212890625,141.98948669433594,2.2779290676116943,2839.010009765625,169.56248474121094,2.6004559993743896,2478.8994140625,140.56651306152344,2.2705368995666504,2820.456298828125,168.03811645507812,2.577012062072754,29127380459,7062261489,7075894526
2025-02-25,2493.592529296875,144.10775756835938,2.3207170963287354,2529.669189453125,146.7398681640625,2.3579061031341553,2326.632080078125,132.48583984375,2.075191020965576,2514.2109375,141.99234008789062,2.2779459953308105,40044790246,9341433919,13317860642
2025-02-26,2331.45263671875,134.83132934570312,2.1924350261688232,2503.422119140625,144.8746795654297,2.3249189853668213,2255.054931640625,130.69107055664062,2.1540091037750244,2493.381591796875,144.09996032714844,2.3207309246063232,28815111323,4916419994,6752125996
2025-02-27,2305.484375,137.6208038330078,2.198647975921631,2378.08740234375,142.1814727783203,2.2538559436798096,2230.4482421875,134.729736328125,2.149014949798584,2331.51025390625,134.83160400390625,2.1924500465393066,24286213447,3723520943,4837539998
2025-02-28,2237.9052734375,148.03001403808594,2.145595073699951,2310.94921875,148.183837890625,2.1986401081085205,2076.169921875,125.74221801757812,1.9574079513549805,2305.56005859375,137.6207733154297,2.1986401081085205,35737904667,7544673033,8544047699
2025-03-01,2216.643310546875,143.6757049560547,2.190603017807007,2279.873046875,150.7871551513672,2.2123920917510986,2144.090087890625,138.68467712402344,2.1229240894317627,2237.942138671875,148.03021240234375,2.145608901977539,16135258239,3305410077,3300928949
2025-03-02,2519.694580078125,178.49549865722656,2.9369421005249023,2548.811767578125,178.50856018066406,2.9667201042175293,2175.321533203125,140.29757690429688,2.177359104156494,2216.521728515625,143.67672729492188,2.190593957901001,34854193845,11540413390,17441097426
2025-03-03,2145.573974609375,142.02108764648438,2.385741949081421,2522.316650390625,178.6346435546875,2.943916082382202,2097.076171875,139.79010009765625,2.3117311000823975,2519.531005859375,178.4952392578125,2.937047004699707,31473561910,9241009702,14497390960
2025-03-04,2170.01513671875,144.9165802001953,2.455146074295044,2220.358642578125,146.39646911621094,2.516110897064209,1996.767578125,131.57347106933594,2.2298710346221924,2145.65283203125,142.03318786621094,2.3857150077819824,33935738380,8035056091,11265947031
2025-03-05,2241.977294921875,146.26730346679688,2.500509023666382,2272.79736328125,149.4854736328125,2.5330400466918945,2156.099365234375,140.59686279296875,2.418123960494995,2169.98681640625,144.91880798339844,2.4551548957824707,22105432727,4501939048,6075953089
2025-03-06,2202.476806640625,143.355224609375,2.601728916168213,2319.396240234375,152.7792510986328,2.63842511177063,2177.677001953125,142.7803955078125,2.4742391109466553,2241.906494140625,146.27066040039062,2.5005500316619873,18509069102,4204376336,6907451109
2025-03-07,2138.987548828125,139.20913696289062,2.3816239833831787,2254.232421875,150.02325439453125,2.61004900932312,2103.47265625,135.7171630859375,2.357011079788208,2202.498291015625,143.355224609375,2.601728916168213,22425792863,6090751623,9796404399
2025-03-08,2201.51025390625,136.94207763671875,2.323438882827759,2232.3271484375,140.90457153320312,2.406409978866577,2107.72802734375,135.48297119140625,2.309607982635498,2139.7978515625,139.20913696289062,2.3816020488739014,10533204814,2270939562,3722945467
2025-03-09,2015.5091552734375,126.43543243408203,2.1345760822296143,2210.313720703125,139.72576904296875,2.348783016204834,1991.1934814453125,125.93571472167969,2.0909829139709473,2201.708740234375,136.9428253173828,2.3234260082244873,16103964994,3429886567,6156171771
2025-03-10,1861.1513671875,118.291748046875,2.018294095993042,2150.706298828125,131.24095153808594,2.2516989707946777,1812.766845703125,115.91789245605469,2.0005240440368652,2015.430419921875,126.43543243408203,2.1344709396362305,35005066442,5519806938,8000109431
2025-03-11,1919.844970703125,125.26394653320312,2.1669158935546875,1961.7977294921875,128.14886474609375,2.2082018852233887,1760.9417724609375,113.189208984375,1.9165899753570557,1859.7777099609375,118.29167175292969,2.0181939601898193,30898385863,5259428587,8214014406
2025-03-12,1908.982666015625,126.58324432373047,2.240755081176758,1954.5711669921875,130.6551055908203,2.2588319778442383,1832.01904296875,121.36756134033203,2.1420629024505615,1919.664794921875,125.26190185546875,2.1669280529022217,22898872951,4112201839,6420912776
2025-03-13,1862.9696044921875,123.28614807128906,2.2510080337524414,1919.688232421875,128.15863037109375,2.337981939315796,1823.525390625,120.90947723388672,2.218756914138794,1909.015380859375,126.58324432373047,2.2407450675964355,17977225564,2871050068,5570837343
2025-03-14,1909.467529296875,133.31448364257812,2.356442928314209,1945.0914306640625,135.6434783935547,2.3833189010620117,1861.10595703125,123.11714935302734,2.2400801181793213,1862.9979248046875,123.2865982055664,2.251004934310913,12122715282,3161542602,4318754070
2025-03-15,1937.3946533203125,135.91253662109375,2.393238067626953,1955.2384033203125,136.48133850097656,2.4717578887939453,1904.9656982421875,132.55995178222656,2.356360912322998,1909.528076171875,133.31324768066406,2.3564300537109375,6456484591,1844463215,3638758922
2025-03-16,1887.43505859375,125.98810577392578,2.2978670597076416,1940.474365234375,136.468994140625,2.4085230827331543,1863.489013671875,125.38740539550781,2.2745769023895264,1937.384765625,135.9167938232422,2.393275022506714,9292997638,2456569508,3890457149
2025-03-17,1927.0029296875,128.16371154785156,2.3406379222869873,1951.6259765625,130.52687072753906,2.375943899154663,1880.484375,125.86190032958984,2.2955119609832764,1887.44921875,125.98741912841797,2.2978010177612305,10436892087,2487364373,3457455337
2025-03-18,1932.54345703125,125.31269836425781,2.2869598865509033,1935.1820068359375,128.16134643554688,2.340630054473877,1872.5089111328125,121.94453430175781,2.226325035095215,1927.0057373046875,128.16134643554688,2.340630054473877,10170844746,2534317858,3485953021
2025-03-19,2057.7490234375,135.572509765625,2.5458409786224365,2068.764404296875,135.92552185058594,2.572793960571289,1928.24951171875,124.29732513427734,2.2691650390625,1932.5445556640625,125.31228637695312,2.28695011138916,20065206266,3539287974,9591487009
2025-03-20,1982.099853515625,127.49718475341797,2.434674024581909,2067.483642578125,135.77261352539062,2.550710916519165,1952.2432861328125,126.85357666015625,2.394331932067871,2057.951171875,135.57415771484375,2.545851945877075,13217865782,2469659459,4976516822
2025-03-21,1964.8475341796875,128.43031311035156,2.3792779445648193,1994.8914794921875,129.95623779296875,2.463002920150757,1937.2115478515625,124.97737121582031,2.3595709800720215,1981.85302734375,127.49885559082031,2.4346189498901367,9708125480,2370317364,3433230669
2025-03-22,1980.037841796875,128.4849853515625,2.369823932647705,2005.0411376953125,131.57618713378906,2.4131650924682617,1964.27099609375,127.93255615234375,2.362138032913208,1964.9404296875,128.429931640625,2.3793039321899414,6117036512,1442831196,1778187863
2025-03-23,2005.2991943359375,132.5993194580078,2.435492992401123,2019.889404296875,133.9619598388672,2.4358808994293213,1977.7093505859375,128.34225463867188,2.3670101165771484,1979.983642578125,128.48448181152344,2.3698220252990723,7522339707,1711242607,2107624036
2025-03-24,2077.47900390625,140.86927795410156,2.448162078857422,2101.9833984375,144.88308715820312,2.501594066619873,1978.7637939453125,132.16180419921875,2.415477991104126,2005.7183837890625,132.5993194580078,2.4354660511016846,14044912402,4207560020,3272338535
2025-03-25,2067.76416015625,143.81707763671875,2.451349973678589,2096.518310546875,147.05799865722656,2.4719130992889404,2038.64453125,138.3466796875,2.4102089405059814,2078.568115234375,140.87472534179688,2.448173999786377,11735658914,3585353324,2722132222
2025-03-26,2009.1893310546875,137.28857421875,2.349087953567505,2078.369140625,145.3684844970703,2.4761669635772705,1982.412353515625,136.1363525390625,2.331583023071289,2067.5087890625,143.81707763671875,2.4513370990753174,13178523590,3083070981,3341723418
2025-03-27,2002.357421875,138.34738159179688,2.3382740020751953,2037.3961181640625,140.1745147705078,2.388458013534546,1987.7177734375,135.92221069335938,2.3071699142456055,2008.9405517578125,137.29095458984375,2.3490710258483887,11593274543,2660348034,2687267004
2025-03-28,1895.5029296875,129.42315673828125,2.204137086868286,2015.454345703125,138.95281982421875,2.3407599925994873,1863.0106201171875,127.98094177246094,2.159485101699829,2002.4105224609375,138.3472442626953,2.338340997695923,18160526498,3532896573,4373544995
2025-03-29,1827.3203125,124.587646484375,2.139949083328247,1911.90087890625,130.38050842285156,2.2213709354400635,1799.2008056640625,123.07389068603516,2.0647339820861816,1895.5496826171875,129.4245147705078,2.204145908355713,12194771785,2253256988,3914811653
2025-03-30,1806.2186279296875,124.64263153076172,2.1361429691314697,1847.570556640625,126.6233901977539,2.211034059524536,1769.4127197265625,123.3007583618164,2.111093044281006,1827.31103515625,124.58648681640625,2.1399989128112793,9854857162,1639017444,2826918737
2025-03-31,1823.47998046875,124.69412994384766,2.0898969173431396,1852.5513916015625,127.6968994140625,2.1373190879821777,1778.6922607421875,123.07923889160156,2.0272419452667236,1806.3165283203125,124.64402770996094,2.1361420154571533,15765030938,3206702485,4506662719
2025-04-01,1905.491455078125,126.68238067626953,2.139611005783081,1926.302978515625,130.0324249267578,2.192725896835327,1820.350341796875,123.94904327392578,2.068234920501709,1823.5623779296875,124.6953353881836,2.08992600440979,15001220420,2993289339,4034254494
2025-04-02,1795.313232421875,117.75762939453125,2.025067090988159,1951.1802978515625,135.69578552246094,2.221312999725342,1782.76025390625,117.74427795410156,1.9911190271377563,1905.484619140625,126.67960357666016,2.13959002494812,22593742104,5399672438,5687620993
2025-04-03,1815.63720703125,117.06145477294922,2.062467098236084,1844.071044921875,120.78982543945312,2.0798630714416504,1751.380859375,112.47826385498047,1.9658050537109375,1794.97607421875,117.74919891357422,2.024998903274536,16450974373,4633002432,5385004807
2025-04-04,1815.335205078125,122.78688049316406,2.128959894180298,1833.956787109375,123.90060424804688,2.150624990463257,1760.588623046875,113.60323333740234,2.022510051727295,1815.60986328125,117.06481170654297,2.0624349117279053,18061720814,5182517335,5503342771
2025-04-05,1805.9732666015625,120.25899505615234,2.143731117248535,1826.298583984375,122.78691101074219,2.170936107635498,1767.5135498046875,117.18880462646484,2.1146841049194336,1815.344970703125,122.78643035888672,2.1289520263671875,6374712479,1667996329,2089759530
2025-04-06,1576.72802734375,105.7120132446289,1.917894959449768,1815.5748291015625,120.93267822265625,2.1564838886260986,1539.43798828125,104.0041275024414,1.8691350221633911,1805.9630126953125,120.25850677490234,2.1437230110168457,22154445576,3822458629,5158671865
2025-04-07,1555.240966796875,106.90277862548828,1.8977539539337158,1634.0411376953125,111.47198486328125,1.9928799867630005,1415.37353515625,96.58806610107422,1.6400879621505737,1576.9498291015625,105.7120132446289,1.917894959449768,46073959047,8644174246,14383598177
2025-04-08,1472.5531005859375,105.51219177246094,1.7945679426193237,1617.33984375,112.29893493652344,1.9660459756851196,1447.610107421875,103.14452362060547,1.7820090055465698,1554.93212890625,106.90526580810547,1.8977539539337158,21315312919,5353641480,6468324898
2025-04-09,1668.0400390625,119.05754089355469,2.0517380237579346,1687.18798828125,120.47077178955078,2.086500883102417,1386.79931640625,101.43473815917969,1.7256139516830444,1472.6014404296875,105.50959014892578,1.7945020198822021,39252195855,7096350476,9381130206
2025-04-10,1522.518798828125,112.80392456054688,1.9664820432662964,1669.3941650390625,119.08255767822266,2.0527539253234863,1474.9141845703125,108.60169219970703,1.9282950162887573,1668.2017822265625,119.06228637695312,2.0517520904541016,21379604307,4310698523,4463765886
2025-04-11,1567.1497802734375,121.53237915039062,2.0238869190216064,1587.53857421875,122.39859008789062,2.0614120960235596,1505.001953125,112.1864242553711,1.9500349760055542,1522.4730224609375,112.80731964111328,1.9664969444274902,14871838813,3953610468,3459211572
2025-04-12,1643.528564453125,132.26055908203125,2.1586201190948486,1666.017578125,133.75885009765625,2.1717629432678223,1546.819580078125,119.65934753417969,2.004678964614868,1567.15576171875,121.53269958496094,2.0238869190216064,12110995013,4089397536,3429390186
2025-04-13,1596.685791015625,128.58079528808594,2.120198965072632,1648.2867431640625,133.5068359375,2.232383966445923,1564.8388671875,125.52386474609375,2.0881030559539795,1643.5010986328125,132.26258850097656,2.15863299369812,13909890792,3818650340,4220100049
2025-04-14,1622.7698974609375,129.3103790283203,2.12675404548645,1689.8575439453125,135.18695068359375,2.1742610931396484,1596.0865478515625,128.23287963867188,2.110461950302124,1596.8818359375,128.5781707763672,2.1202189922332764,16518325094,4425565001,3284127480
2025-04-15,1588.6324462890625,126.26313018798828,2.0885488986968994,1659.836181640625,134.1931915283203,2.1812610626220703,1585.2291259765625,126.1368637084961,2.0852599143981934,1622.7718505859375,129.31101989746094,2.1267330646514893,13175452875,3272094237,2948485956
2025-04-16,1578.1053466796875,131.44969177246094,2.0832419395446777,1610.7821044921875,133.59011840820312,2.1178948879241943,1540.0338134765625,123.72075653076172,2.0397379398345947,1589.031005859375,126.26312255859375,2.0884950160980225,15339621551,4448562334,3572242595
2025-04-17,1582.54833984375,134.69874572753906,2.0664150714874268,1615.306884765625,135.9093475341797,2.1128690242767334,1564.1956787109375,129.73309326171875,2.055849075317383,1578.01416015625,131.45022583007812,2.0832560062408447,11312160796,3504448606,2467503712
2025-04-18,1588.9246826171875,134.07350158691406,2.0635271072387695,1599.4168701171875,135.868896484375,2.087322950363159,1573.9039306640625,132.58799743652344,2.046036958694458,1582.397216796875,134.70419311523438,2.0664479732513428,7123507323,2142264993,1886497381
2025-04-19,1612.9228515625,139.75025939941406,2.08732008934021,1629.051513671875,140.0926055908203,2.0954349040985107,1585.4730224609375,133.69476318359375,2.0593600273132324,1588.9697265625,134.07350158691406,2.063520908355713,7168138700,2522912658,1445648293
2025-04-20,1587.5142822265625,137.77459716796875,2.0770010948181152,1618.436767578125,141.8303680419922,2.0925440788269043,1566.6915283203125,135.77146911621094,2.040719985961914,1612.966064453125,139.75289916992188,2.087333917617798,7642784469,2796023398,1733159089
2025-04-21,1579.7344970703125,136.7043914794922,2.085515022277832,1656.11962890625,142.66159057617188,2.1390879154205322,1566.1474609375,134.1223602294922,2.063260078430176,1587.4609375,137.77459716796875,2.0770010948181152,15403785611,4162691832,2746051225
2025-04-22,1757.3316650390625,148.73941040039062,2.215472936630249,1773.63916015625,149.94924926757812,2.2378690242767334,1542.0003662109375,135.3777618408203,2.0689029693603516,1579.815185546875,136.70184326171875,2.0854969024658203,23747917555,4659792312,4054022421
2025-04-23,1796.104248046875,151.15272521972656,2.217355966567993,1829.7099609375,153.86874389648438,2.299539089202881,1746.924072265625,147.45079040527344,2.1973249912261963,1757.196533203125,148.74000549316406,2.215456962585449,22904644756,4699152180,5013426739
2025-04-24,1769.8316650390625,152.3036346435547,2.2045440673828125,1801.69140625,152.75404357910156,2.227350950241089,1724.74072265625,145.66134643554688,2.123378038406372,1795.9794921875,151.15394592285156,2.217360019683838,15207402759,3903057847,4208222195
2025-04-25,1786.634521484375,150.91500854492188,2.183053970336914,1826.696044921875,156.04518127441406,2.216888904571533,1740.3319091796875,150.12779235839844,2.1668879985809326,1770.003662109375,152.32135009765625,2.2045400142669678,17459399281,4411923686,3279550205
2025-04-26,1821.881103515625,149.28936767578125,2.1931889057159424,1839.363037109375,153.01953125,2.24590802192688,1781.473876953125,148.03741455078125,2.182373046875,1786.532958984375,150.91726684570312,2.1830739974975586,11926379867,2128235815,2524845629
2025-04-27,1792.864990234375,148.24583435058594,2.256237030029297,1856.44384765625,150.20872497558594,2.2909960746765137,1785.902099609375,145.7666015625,2.163794994354248,1822.175537109375,149.28970336914062,2.193192958831787,11321944113,2015737709,3776527779
2025-04-28,1798.851806640625,147.8099365234375,2.295137882232666,1827.4822998046875,153.20770263671875,2.352191925048828,1747.726806640625,144.89144897460938,2.2270898818969727,1792.4461669921875,148.2451629638672,2.256237030029297,17043640437,3819502747,4354002634
2025-04-29,1799.1756591796875,146.42787170410156,2.2408010959625244,1842.0330810546875,150.044189453125,2.311781883239746,1782.28125,145.16932678222656,2.2238850593566895,1798.9122314453125,147.8099365234375,2.295111894607544,14734257744,2872743502,2889426361
2025-04-30,1793.775390625,147.64320373535156,2.191556930541992,1816.68994140625,148.20928955078125,2.258281946182251,1736.1429443359375,140.71209716796875,2.129767894744873,1799.2091064453125,146.427490234375,2.2407920360565186,14810431362,3017472875,3691303521
2025-05-01,1839.2215576171875,150.84658813476562,2.2141621112823486,1872.9395751953125,153.86590576171875,2.2549800872802734,1793.151123046875,147.61297607421875,2.1911280155181885,1794.041015625,147.6449737548828,2.1915719509124756,15861442721,3224541533,2221046439
2025-05-02,1842.7078857421875,148.05003356933594,2.2098309993743896,1869.530029296875,151.73170471191406,2.238821029663086,1814.73046875,147.45223999023438,2.1949219703674316,1839.1748046875,150.8431396484375,2.214168071746826,13570171872,2823970426,2148434217
2025-05-03,1833.8397216796875,146.79605102539062,2.1883668899536133,1848.246826171875,148.95945739746094,2.2192180156707764,1812.815673828125,146.1094970703125,2.180974006652832,1842.7181396484375,148.0498504638672,2.2098278999328613,8344452620,1567415096,1427745527
2025-05-04,1808.59423828125,143.98306274414062,2.157794952392578,1849.99853515625,147.68251037597656,2.2153871059417725,1804.4951171875,143.82241821289062,2.154179096221924,1833.647216796875,146.79595947265625,2.188364028930664,8918979887,1636835620,1606676574
2025-05-05,1819.697509765625,146.69664001464844,2.1356089115142822,1832.05078125,147.61659240722656,2.1935369968414307,1783.3148193359375,142.89988708496094,2.1095800399780273,1808.7049560546875,143.98593139648438,2.1577649116516113,11389336489,2238980623,2518838395
2025-05-06,1815.0875244140625,146.7664031982422,2.1554300785064697,1820.796630859375,147.0896453857422,2.1578099727630615,1753.3154296875,141.6705322265625,2.0805420875549316,1819.7340087890625,146.69577026367188,2.1355319023132324,13206516310,2728680947,2458675034
2025-05-07,1811.606689453125,147.2137451171875,2.126171112060547,1849.658447265625,149.33984375,2.1697230339050293,1788.6873779296875,144.88270568847656,2.108920097351074,1815.0189208984375,146.7668914794922,2.155345916748047,50540755039,4316881378,3808556620
2025-05-08,2206.5146484375,163.96078491210938,2.323184013366699,2222.20556640625,163.9750518798828,2.324671983718872,1809.4569091796875,147.2141876220703,2.1193130016326904,1811.54638671875,147.21726989746094,2.1261730194091797,37777245241,6372889923,4714441484
2025-05-09,2345.50732421875,172.82827758789062,2.3446710109710693,2486.0068359375,175.86207580566406,2.4253990650177,2186.054443359375,161.24777221679688,2.2902519702911377,2206.128173828125,163.96023559570312,2.3231658935546875,43766026875,7452318987,5991870742
2025-05-10,2582.422607421875,177.62181091308594,2.4720299243927,2597.54345703125,178.5718536376953,2.4726719856262207,2320.235107421875,168.92941284179688,2.340177059173584,2345.760498046875,172.82769775390625,2.3446290493011475,30265913403,4012477696,4373016278
2025-05-11,2510.23779296875,173.02645874023438,2.3665249347686768,2603.264404296875,179.62252807617188,2.4762539863586426,2441.730712890625,169.7177276611328,2.3339169025421143,2582.71044921875,177.62289428710938,2.4719998836517334,26496368543,4025374577,3965697853
2025-05-12,2496.397705078125,174.24789428710938,2.54463791847229,2620.897216796875,180.9514923095703,2.639677047729492,2411.594482421875,169.07826232910156,2.3588039875030518,2510.289306640625,173.03668212890625,2.3665390014648438,32121858921,6940951587,10613122884
2025-05-13,2680.129638671875,184.00625610351562,2.586548089981079,2736.89013671875,184.70140075683594,2.6008999347686768,2418.32568359375,166.80731201171875,2.427625894546509,2496.33740234375,174.24620056152344,2.544632911682129,33528741590,5170161208,6176519868
2025-05-14,2610.063232421875,176.709228515625,2.5527029037475586,2721.949951171875,184.7181854248047,2.645735025405884,2549.68505859375,173.7317352294922,2.524127960205078,2680.26220703125,184.0063018798828,2.5865581035614014,26602676588,4610872279,4955686643
